NAME,TCGA-A1-A0SH-01A-11R-A084-07,TCGA-A1-A0SJ-01A-11R-A084-07,TCGA-A1-A0SK-01A-12R-A084-07,TCGA-A1-A0SO-01A-22R-A084-07,TCGA-A2-A04N-01A-11R-A115-07,TCGA-A2-A04P-01A-31R-A034-07,TCGA-A2-A04Q-01A-21R-A034-07,TCGA-A2-A04V-01A-21R-A034-07,TCGA-A2-A04Y-01A-21R-A034-07,TCGA-A2-A0CL-01A-11R-A115-07,TCGA-A2-A0CM-01A-31R-A034-07,TCGA-A2-A0CP-01A-11R-A034-07,TCGA-A2-A0CQ-01A-21R-A034-07,TCGA-A2-A0CS-01A-11R-A115-07,TCGA-A2-A0CT-01A-31R-A056-07,TCGA-A2-A0CU-01A-12R-A034-07,TCGA-A2-A0CV-01A-31R-A115-07,TCGA-A2-A0CZ-01A-11R-A034-07,TCGA-A2-A0D0-01A-11R-A00Z-07,TCGA-A2-A0D1-01A-11R-A034-07,TCGA-A2-A0D2-01A-21R-A034-07,TCGA-A2-A0D3-01A-11R-A115-07,TCGA-A2-A0D4-01A-11R-A00Z-07,TCGA-A2-A0EO-01A-11R-A034-07,TCGA-A2-A0EQ-01A-11R-A034-07,TCGA-A2-A0ES-01A-11R-A115-07,TCGA-A2-A0EU-01A-22R-A056-07,TCGA-A2-A0EV-01A-11R-A034-07,TCGA-A2-A0EW-01A-21R-A115-07,TCGA-A2-A0EX-01A-21R-A034-07,TCGA-A2-A0EY-01A-11R-A034-07,TCGA-A2-A0ST-01A-12R-A084-07,TCGA-A2-A0SU-01A-11R-A084-07,TCGA-A2-A0SV-01A-11R-A084-07,TCGA-A2-A0SW-01A-11R-A084-07,TCGA-A2-A0SX-01A-12R-A084-07,TCGA-A2-A0T0-01A-22R-A084-07,TCGA-A2-A0T1-01A-21R-A084-07,TCGA-A2-A0T2-01A-11R-A084-07,TCGA-A2-A0T3-01A-21R-A115-07,TCGA-A2-A0T4-01A-31R-A084-07,TCGA-A2-A0T6-01A-11R-A084-07,TCGA-A2-A0T7-01A-21R-A084-07,TCGA-A2-A0YC-01A-11R-A109-07,TCGA-A2-A0YD-01A-11R-A109-07,TCGA-A2-A0YF-01A-21R-A109-07,TCGA-A2-A0YG-01A-21R-A109-07,TCGA-A2-A0YH-01A-11R-A109-07,TCGA-A2-A0YI-01A-31R-A10J-07,TCGA-A2-A0YK-01A-22R-A109-07,TCGA-A2-A0YL-01A-21R-A109-07,TCGA-A2-A0YM-01A-11R-A109-07,TCGA-A7-A0CD-01A-11R-A00Z-07,TCGA-A7-A0CE-01A-11R-A00Z-07,TCGA-A7-A0CG-01A-12R-A056-07,TCGA-A7-A0CH-01A-21R-A00Z-07,TCGA-A7-A0CJ-01A-21R-A00Z-07,TCGA-A7-A0D9-01A-31R-A056-07,TCGA-A7-A0DA-01A-31R-A115-07,TCGA-A7-A0DB-01A-11R-A00Z-07,TCGA-A7-A13D-01A-13R-A12P-07,TCGA-A7-A13F-01A-11R-A12P-07,TCGA-A8-A06N-01A-12R-A056-07,TCGA-A8-A06P-01A-11R-A00Z-07,TCGA-A8-A06Y-01A-21R-A00Z-07,TCGA-A8-A06Z-01A-11R-A00Z-07,TCGA-A8-A075-01A-11R-A084-07,TCGA-A8-A076-01A-21R-A00Z-07,TCGA-A8-A079-01A-21R-A00Z-07,TCGA-A8-A07E-01A-11R-A034-07,TCGA-A8-A07F-01A-11R-A00Z-07,TCGA-A8-A07I-01A-11R-A00Z-07,TCGA-A8-A07O-01A-11R-A00Z-07,TCGA-A8-A07P-01A-11R-A00Z-07,TCGA-A8-A07R-01A-21R-A034-07,TCGA-A8-A07W-01A-11R-A00Z-07,TCGA-A8-A07Z-01A-11R-A00Z-07,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-A8-A082-01A-11R-A00Z-07,TCGA-A8-A083-01A-21R-A00Z-07,TCGA-A8-A084-01A-21R-A00Z-07,TCGA-A8-A085-01A-11R-A00Z-07,TCGA-A8-A086-01A-11R-A00Z-07,TCGA-A8-A08A-01A-11R-A00Z-07,TCGA-A8-A08G-01A-11R-A00Z-07,TCGA-A8-A08H-01A-21R-A00Z-07,TCGA-A8-A08J-01A-11R-A00Z-07,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-A8-A08O-01A-21R-A056-07,TCGA-A8-A08T-01A-21R-A00Z-07,TCGA-A8-A08X-01A-21R-A00Z-07,TCGA-A8-A08Z-01A-21R-A00Z-07,TCGA-A8-A091-01A-11R-A00Z-07,TCGA-A8-A094-01A-11R-A00Z-07,TCGA-A8-A099-01A-11R-A00Z-07,TCGA-A8-A09A-01A-11R-A00Z-07,TCGA-A8-A09B-01A-11R-A00Z-07,TCGA-A8-A09C-01A-11R-A00Z-07,TCGA-A8-A09G-01A-21R-A00Z-07,TCGA-A8-A09I-01A-22R-A034-07,TCGA-A8-A09M-01A-11R-A00Z-07,TCGA-A8-A09R-01A-11R-A00Z-07,TCGA-A8-A09X-01A-11R-A00Z-07,TCGA-A8-A0A4-01A-11R-A00Z-07,TCGA-A8-A0A7-01A-11R-A040-07,TCGA-AN-A041-01A-11R-A034-07,TCGA-AN-A049-01A-21R-A00Z-07,TCGA-AN-A04A-01A-21R-A034-07,TCGA-AN-A04D-01A-21R-A034-07,TCGA-AN-A0AJ-01A-11R-A00Z-07,TCGA-AN-A0AL-01A-11R-A00Z-07,TCGA-AN-A0AM-01A-11R-A034-07,TCGA-AN-A0AR-01A-11R-A00Z-07,TCGA-AN-A0AS-01A-11R-A00Z-07,TCGA-AN-A0FD-01A-11R-A034-07,TCGA-AN-A0FF-01A-11R-A034-07,TCGA-AN-A0FJ-01A-11R-A00Z-07,TCGA-AN-A0FK-01A-11R-A034-07,TCGA-AN-A0FL-01A-11R-A034-07,TCGA-AN-A0FS-01A-11R-A034-07,TCGA-AN-A0FT-01A-11R-A034-07,TCGA-AN-A0FV-01A-11R-A00Z-07,TCGA-AN-A0FW-01A-11R-A034-07,TCGA-AN-A0FX-01A-11R-A034-07,TCGA-AN-A0FY-01A-11R-A034-07,TCGA-AN-A0FZ-01A-11R-A034-07,TCGA-AN-A0XN-01A-21R-A109-07,TCGA-AN-A0XO-01A-11R-A109-07,TCGA-AN-A0XP-01A-11R-A109-07,TCGA-AN-A0XS-01A-22R-A109-07,TCGA-AN-A0XT-01A-11R-A109-07,TCGA-AN-A0XU-01A-11R-A109-07,TCGA-AN-A0XW-01A-11R-A109-07,TCGA-AO-A03L-01A-41R-A056-07,TCGA-AO-A03N-01B-11R-A10J-07,TCGA-AO-A03O-01A-11R-A00Z-07,TCGA-AO-A03U-01B-21R-A10J-07,TCGA-AO-A0J2-01A-11R-A034-07,TCGA-AO-A0J3-01A-11R-A034-07,TCGA-AO-A0J6-01A-11R-A034-07,TCGA-AO-A0J7-01A-11R-A034-07,TCGA-AO-A0J8-01A-21R-A034-07,TCGA-AO-A0J9-01A-11R-A034-07,TCGA-AO-A0JB-01A-11R-A056-07,TCGA-AO-A0JC-01A-11R-A056-07,TCGA-AO-A0JD-01A-11R-A056-07,TCGA-AO-A0JE-01A-11R-A056-07,TCGA-AO-A0JF-01A-11R-A056-07,TCGA-AO-A0JG-01A-31R-A084-07,TCGA-AO-A0JI-01A-21R-A056-07,TCGA-AO-A0JJ-01A-11R-A056-07,TCGA-AO-A0JL-01A-11R-A056-07,TCGA-AO-A0JM-01A-21R-A056-07,TCGA-AO-A126-01A-11R-A10J-07,TCGA-AO-A129-01A-21R-A10J-07,TCGA-AO-A12A-01A-21R-A115-07,TCGA-AO-A12B-01A-11R-A10J-07,TCGA-AO-A12D-01A-11R-A115-07,TCGA-AO-A12E-01A-11R-A10J-07,TCGA-AO-A12F-01A-11R-A115-07,TCGA-AO-A12G-01A-11R-A10J-07,TCGA-AO-A12H-01A-11R-A115-07,TCGA-AQ-A04L-01B-21R-A10J-07,TCGA-AR-A0TP-01A-11R-A084-07,TCGA-AR-A0TQ-01A-11R-A084-07,TCGA-AR-A0TR-01A-11R-A084-07,TCGA-AR-A0TS-01A-11R-A115-07,TCGA-AR-A0TT-01A-31R-A084-07,TCGA-AR-A0TV-01A-21R-A084-07,TCGA-AR-A0TX-01A-11R-A084-07,TCGA-AR-A0TY-01A-12R-A115-07,TCGA-AR-A0TZ-01A-12R-A084-07,TCGA-AR-A0U1-01A-11R-A115-07,TCGA-AR-A0U3-01A-11R-A109-07,TCGA-AR-A0U4-01A-11R-A109-07,TCGA-AR-A1AH-01A-11R-A12D-07,TCGA-AR-A1AI-01A-11R-A12P-07,TCGA-AR-A1AJ-01A-21R-A12P-07,TCGA-AR-A1AK-01A-21R-A12P-07,TCGA-AR-A1AL-01A-21R-A12P-07,TCGA-AR-A1AO-01A-11R-A12P-07,TCGA-AR-A1AP-01A-11R-A12P-07,TCGA-AR-A1AQ-01A-11R-A12P-07,TCGA-AR-A1AS-01A-11R-A12P-07,TCGA-AR-A1AU-01A-11R-A12P-07,TCGA-AR-A1AV-01A-21R-A12P-07,TCGA-AR-A1AW-01A-21R-A12P-07,TCGA-AR-A1AX-01A-11R-A12P-07,TCGA-AR-A1AY-01A-21R-A12P-07,TCGA-B6-A0I2-01A-11R-A034-07,TCGA-B6-A0I9-01A-11R-A034-07,TCGA-B6-A0IB-01A-11R-A034-07,TCGA-B6-A0IJ-01A-11R-A034-07,TCGA-B6-A0IK-01A-12R-A056-07,TCGA-B6-A0IO-01A-11R-A034-07,TCGA-B6-A0IQ-01A-11R-A034-07,TCGA-B6-A0RG-01A-11R-A056-07,TCGA-B6-A0RH-01A-21R-A115-07,TCGA-B6-A0RL-01A-11R-A084-07,TCGA-B6-A0RM-01A-11R-A084-07,TCGA-B6-A0RN-01A-12R-A084-07,TCGA-B6-A0RO-01A-22R-A084-07,TCGA-B6-A0RP-01A-21R-A084-07,TCGA-B6-A0RQ-01A-11R-A115-07,TCGA-B6-A0RT-01A-21R-A084-07,TCGA-B6-A0RU-01A-11R-A084-07,TCGA-B6-A0RV-01A-11R-A084-07,TCGA-B6-A0WX-01A-11R-A109-07,TCGA-B6-A0X0-01A-21R-A115-07,TCGA-BH-A0AU-01A-11R-A12P-07,TCGA-BH-A0AV-01A-31R-A115-07,TCGA-BH-A0AY-01A-21R-A00Z-07,TCGA-BH-A0AZ-01A-21R-A12P-07,TCGA-BH-A0B0-01A-21R-A115-07,TCGA-BH-A0B3-01A-11R-A056-07,TCGA-BH-A0B4-01A-11R-A00Z-07,TCGA-BH-A0B5-01A-11R-A12P-07,TCGA-BH-A0B7-01A-12R-A115-07,TCGA-BH-A0B9-01A-11R-A056-07,TCGA-BH-A0BA-01A-11R-A056-07,TCGA-BH-A0BC-01A-22R-A084-07,TCGA-BH-A0BF-01A-21R-A12P-07,TCGA-BH-A0BJ-01A-11R-A056-07,TCGA-BH-A0BM-01A-11R-A056-07,TCGA-BH-A0BO-01A-23R-A12D-07,TCGA-BH-A0BP-01A-11R-A115-07,TCGA-BH-A0BQ-01A-21R-A115-07,TCGA-BH-A0BR-01A-21R-A115-07,TCGA-BH-A0BS-01A-11R-A12P-07,TCGA-BH-A0BT-01A-11R-A12P-07,TCGA-BH-A0BV-01A-11R-A00Z-07,TCGA-BH-A0BW-01A-11R-A115-07,TCGA-BH-A0BZ-01A-31R-A12P-07,TCGA-BH-A0C0-01A-21R-A056-07,TCGA-BH-A0C1-01B-11R-A12D-07,TCGA-BH-A0C3-01A-21R-A12P-07,TCGA-BH-A0C7-01B-11R-A115-07,TCGA-BH-A0DD-01A-31R-A12P-07,TCGA-BH-A0DG-01A-21R-A12P-07,TCGA-BH-A0DH-01A-11R-A084-07,TCGA-BH-A0DI-01A-21R-A12P-07,TCGA-BH-A0DK-01A-21R-A056-07,TCGA-BH-A0DL-01A-11R-A115-07,TCGA-BH-A0DP-01A-21R-A056-07,TCGA-BH-A0DS-01A-11R-A056-07,TCGA-BH-A0DT-01A-21R-A12D-07,TCGA-BH-A0E0-01A-11R-A056-07,TCGA-BH-A0E1-01A-11R-A056-07,TCGA-BH-A0E6-01A-11R-A034-07,TCGA-BH-A0E7-01A-11R-A034-07,TCGA-BH-A0E9-01B-11R-A115-07,TCGA-BH-A0EA-01A-11R-A115-07,TCGA-BH-A0EE-01A-11R-A034-07,TCGA-BH-A0EI-01A-11R-A115-07,TCGA-BH-A0GY-01A-11R-A056-07,TCGA-BH-A0H5-01A-21R-A115-07,TCGA-BH-A0H6-01A-21R-A056-07,TCGA-BH-A0H7-01A-13R-A056-07,TCGA-BH-A0H9-01A-11R-A056-07,TCGA-BH-A0HA-01A-11R-A12P-07,TCGA-BH-A0HK-01A-11R-A056-07,TCGA-BH-A0HP-01A-12R-A084-07,TCGA-BH-A0HU-01A-11R-A034-07,TCGA-BH-A0HW-01A-11R-A034-07,TCGA-BH-A0HX-01A-21R-A056-07,TCGA-BH-A0RX-01A-21R-A084-07,TCGA-BH-A0W4-01A-11R-A109-07,TCGA-BH-A0W5-01A-11R-A109-07,TCGA-BH-A18F-01A-11R-A12D-07,TCGA-BH-A18H-01A-11R-A12D-07,TCGA-BH-A18J-01A-11R-A12D-07,TCGA-BH-A18L-01A-32R-A12D-07,TCGA-BH-A18M-01A-11R-A12D-07,TCGA-BH-A18N-01A-11R-A12D-07,TCGA-BH-A18P-01A-11R-A12D-07,TCGA-BH-A18Q-01A-12R-A12D-07,TCGA-BH-A18R-01A-11R-A12D-07,TCGA-BH-A18S-01A-11R-A12D-07,TCGA-BH-A18T-01A-11R-A12D-07,TCGA-BH-A18U-01A-21R-A12D-07,TCGA-BH-A18V-01A-11R-A12D-07,TCGA-C8-A12K-01A-21R-A115-07,TCGA-C8-A12L-01A-11R-A115-07,TCGA-C8-A12M-01A-11R-A115-07,TCGA-C8-A12N-01A-11R-A115-07,TCGA-C8-A12P-01A-11R-A115-07,TCGA-C8-A12Q-01A-11R-A115-07,TCGA-C8-A12T-01A-11R-A115-07,TCGA-C8-A12U-01A-11R-A115-07,TCGA-C8-A12V-01A-11R-A115-07,TCGA-C8-A12W-01A-11R-A115-07,TCGA-C8-A12X-01A-11R-A115-07,TCGA-C8-A12Y-01A-11R-A12D-07,TCGA-C8-A12Z-01A-11R-A115-07,TCGA-C8-A130-01A-31R-A115-07,TCGA-C8-A131-01A-11R-A115-07,TCGA-C8-A132-01A-31R-A115-07,TCGA-C8-A133-01A-32R-A12D-07,TCGA-C8-A134-01A-11R-A115-07,TCGA-C8-A135-01A-11R-A115-07,TCGA-C8-A138-01A-11R-A115-07,TCGA-D8-A13Y-01A-11R-A115-07,TCGA-D8-A13Z-01A-11R-A115-07,TCGA-D8-A142-01A-11R-A115-07,TCGA-D8-A145-01A-11R-A115-07,TCGA-D8-A147-01A-11R-A115-07,TCGA-E2-A107-01A-11R-A10J-07,TCGA-E2-A108-01A-13R-A10J-07,TCGA-E2-A109-01A-11R-A10J-07,TCGA-E2-A10A-01A-21R-A115-07,TCGA-E2-A10B-01A-11R-A10J-07,TCGA-E2-A10C-01A-21R-A10J-07,TCGA-E2-A10E-01A-21R-A10J-07,TCGA-E2-A14O-01A-31R-A115-07,TCGA-E2-A14P-01A-31R-A12D-07,TCGA-E2-A14Q-01A-11R-A12D-07,TCGA-E2-A14S-01A-11R-A12D-07,TCGA-E2-A14V-01A-11R-A12D-07,TCGA-E2-A14W-01A-11R-A12D-07,TCGA-E2-A14X-01A-11R-A115-07,TCGA-E2-A14Y-01A-21R-A12D-07,TCGA-E2-A14Z-01A-11R-A115-07,TCGA-E2-A150-01A-11R-A12D-07,TCGA-E2-A152-01A-11R-A12D-07,TCGA-E2-A153-01A-12R-A12D-07,TCGA-E2-A154-01A-11R-A115-07,TCGA-E2-A155-01A-11R-A12D-07,TCGA-E2-A156-01A-11R-A12D-07,TCGA-E2-A158-01A-11R-A12D-07,TCGA-E2-A159-01A-11R-A115-07,TCGA-E2-A15A-01A-11R-A12D-07,TCGA-E2-A15C-01A-31R-A12D-07,TCGA-E2-A15E-01A-11R-A12D-07,TCGA-E2-A15G-01A-11R-A12D-07,TCGA-E2-A15H-01A-11R-A12D-07,TCGA-E2-A15J-01A-11R-A12P-07,TCGA-E2-A15K-01A-11R-A12P-07,TCGA-E2-A15M-01A-11R-A12D-07,TCGA-E2-A15O-01A-11R-A115-07,TCGA-E2-A15P-01A-11R-A115-07,TCGA-E2-A15R-01A-11R-A115-07,TCGA-E2-A1B0-01A-11R-A12P-07,TCGA-E2-A1B1-01A-21R-A12P-07,TCGA-E2-A1B4-01A-11R-A12P-07,TCGA-E2-A1B5-01A-21R-A12P-07,TCGA-E2-A1B6-01A-31R-A12P-07,TCGA-E2-A1BC-01A-11R-A12P-07,TCGA-E2-A1BD-01A-11R-A12P-07
MDM2,-0.344083,2.585583,-0.396583,-0.697917,-0.170083,0.009833,0.227667,0.14675,1.42625,-0.4195,0.194667,0.08375,0.155833,0.173667,0.27125,0.597333,-0.137833,1.258333,-0.649917,-0.789583,-0.00025,-0.430667,0.385417,0.19825,0.211167,0.167167,0.838833,0.648417,-0.07425,-0.131667,-0.199417,0.449583,0.0445,-0.545583,0.22475,-0.664833,0.823833,-0.099667,-0.096,-0.9445,-0.029833,-0.899667,0.264667,0.357833,-0.311833,0.143917,-0.432083,0.476833,-0.30325,-0.491667,-0.701333,-0.200333,1.0715,0.218,-0.172583,-0.112917,0.109167,-0.166333,-0.05475,-0.171417,-0.49325,0.405167,0.305667,0.092333,1.078917,0.353833,0.057083,0.081583,-0.284083,-0.0315,-0.44575,-0.298583,0.315333,0.80025,0.851583,-0.32425,1.094417,-0.099083,-0.288833,0.621417,0.00025,0.301583,0.348833,0.055,-0.302167,0.103833,0.369583,-0.00175,-0.342167,-0.01925,-0.540667,-0.221083,-0.39875,0.046667,-0.0655,-0.285167,0.385917,0.454417,-0.09375,0.21775,1.060333,-0.380167,0.25375,-0.19925,2.346417,-0.317,0.579083,-0.026417,0.966083,0.076583,0.699667,3.7155,-0.638333,0.316333,0.146583,1.036833,-0.77925,0.696417,0.06325,-0.2895,1.205,-0.420583,0.617167,-0.26025,-0.211417,1.906667,-0.133917,-0.193833,0.47,0.112583,-0.386333,-0.5145,-0.629083,-0.326583,0.53,0.071083,-0.410417,-0.417417,-0.160083,0.020833,-0.338667,-0.069167,0.452333,0.818917,0.2605,0.191333,-0.650583,-0.33125,0.155083,-0.2465,-0.454917,-0.26925,0.24825,0.358083,0.498,-0.353417,-0.151083,-1.189417,0.165,0.53325,-0.734,0.044083,-0.570833,-0.04075,0.210333,0.824417,-0.1555,0.7705,0.074917,0.530667,1.025833,-0.268167,2.026917,-0.508667,-0.291083,0.17425,-0.098167,-0.09525,0.272,-0.277417,0.581917,-0.830167,-0.775083,-0.0445,-0.177667,-0.18,0.183417,-1.325833,-0.259667,0.43675,-0.27875,0.263333,1.45275,-0.32975,0.231667,-0.44875,1.6905,0.041417,1.023167,0.774583,-0.212083,0.168667,-0.670583,-0.14525,-0.387333,-0.074,-0.10625,0.92225,-0.36125,0.18125,-0.387667,-0.213583,0.13125,-0.17925,0.222333,0.48325,-0.545167,-0.427083,-0.15225,0.02475,0.52325,-0.75975,-0.389417,-0.222333,-0.32975,0.332917,-0.758167,0.182,0.176083,0.12775,-0.1215,0.23375,0.50625,0.01925,0.007167,-0.378333,-0.3755,-0.433667,-0.018167,0.74925,-0.30325,0.902167,0.542833,-0.300667,-0.546417,-0.082333,-0.049917,0.14425,0.527167,0.106583,-0.750583,0.29125,0.057167,-0.019333,-0.120833,0.25675,-0.129083,-0.152583,1.029833,-0.475333,-0.167833,-0.511167,0.525167,0.864417,-0.012,0.135333,0.020917,0.094167,-0.305417,0.547917,0.291583,0.03525,-0.158083,0.46325,0.108333,0.0965,0.145083,-0.272,0.37475,-1.0935,-0.732917,0.312333,-0.550167,1.122,-0.12575,-0.667583,0.108417,-0.82775,1.845,-0.170083,-0.1155,1.374583,-0.202583,-0.0045,0.416,0.022583,-0.275167,1.706583,1.060833,-0.510083,0.367167,0.498583,-0.361583,-0.689583,-0.306333,-0.491583,0.693667,-0.334917,-0.457917,-0.07875,0.0325,2.412917,-0.213,1.00425,0.215583,0.353417,0.06025,0.086667,2.135917,-0.365167,0.181917,-0.26475,-0.302833,0.455417,0.338667,-0.2605,0.015583,0.41425,-0.248167,-0.043167,0.247417,0.0135,-1.02625,0.164667,0.483833,-0.51725,-0.74775,-0.582917,0.252083,-0.414167,0.208667,-0.687833,-0.530917,-0.12625,0.22925,0.316583,-0.00875,-0.518167
EGFR,0.66685,0.60315,0.17185,1.97805,-0.04095,2.83565,2.51075,-0.83635,-0.90105,-0.09395,1.49065,0.68355,-1.84765,-0.98765,-0.88615,-0.13975,0.98325,1.42015,1.92955,6.63085,0.44255,-1.81665,-0.92175,1.27255,4.90675,2.28835,-1.22795,-0.56605,1.19935,0.37505,-1.47075,1.53165,-0.13375,-0.41695,-1.04465,1.73875,1.53335,-0.68515,2.90215,1.56925,0.48855,0.47015,1.04965,-0.86745,0.21155,-1.15925,-0.89335,-1.35215,-0.03975,1.34955,1.67155,2.26715,-1.49665,1.60625,0.52145,-1.10215,-1.15255,-0.48475,2.70105,-0.21845,1.75335,-1.40415,-2.66485,-0.16695,-0.62665,-2.16655,-0.85575,-0.39805,-2.32615,1.02345,-0.29135,-0.63995,1.00575,-1.613261,2.60085,-2.02815,-1.75775,0.14455,-1.15405,-3.03065,-1.02165,-1.42155,-0.69755,-1.41825,-1.88755,1.10525,-0.23305,2.08635,0.45355,-0.00215,2.45275,-0.71265,-1.11395,-1.16955,-1.71105,0.06345,-0.85325,-1.05315,-1.54585,-1.81845,-1.44025,-0.92505,0.19235,1.83885,0.25705,0.25465,-0.63275,0.30795,0.98075,-1.15695,1.82905,0.01085,1.00485,0.70585,-0.72005,-0.58755,2.42275,-1.08095,2.58715,0.94465,-1.23775,1.12835,-0.18585,1.26535,-0.93585,-0.74675,0.53215,0.44395,-1.35685,-0.29695,-0.69275,2.45145,0.44375,-0.35665,0.26515,-1.94035,2.18885,2.81055,-2.34585,1.44605,-0.81625,-0.84895,0.60465,0.77325,-0.79615,-1.04075,-0.56535,0.29515,0.59015,0.19145,1.18365,2.67155,-0.94205,-0.95495,1.64215,0.61645,-1.67045,1.67745,1.31055,1.61435,-0.23805,-2.30915,0.62645,1.88095,-0.34115,-1.63745,2.01735,-0.81175,-2.08545,0.66415,-0.66425,-1.37705,1.45795,-1.30075,5.43745,1.92865,1.78145,1.99875,0.47705,0.55565,1.06515,-0.68745,0.54085,-0.63475,1.20005,-0.72745,-1.29585,-0.39855,1.99245,3.59745,0.15135,-2.13685,2.40605,1.04715,-0.90015,2.01095,-1.13685,0.14575,-2.35085,-1.40305,-0.97695,-0.57105,-0.57035,1.78305,1.75045,1.28635,0.80665,2.21435,-1.15695,-0.16745,2.25785,-0.04215,0.22585,-0.30765,1.98925,-0.13035,-0.20915,0.36665,1.60475,-0.42925,-0.09325,-0.73225,0.35755,1.01505,1.61705,0.71345,0.72875,0.18925,0.60205,-1.41545,-0.98685,2.27585,-1.40555,-2.21235,-0.45365,1.73155,-0.10915,-1.84085,0.07625,-1.07005,0.52285,0.67475,6.28835,0.04415,1.06995,0.52435,3.80305,-0.86925,0.91835,-1.98095,1.38885,0.80215,2.42685,0.24645,-0.30575,0.43635,1.16825,-0.11365,-0.94295,0.14535,-0.23335,0.84075,-0.14905,-1.49115,-1.27555,0.44735,0.54495,0.34785,0.99875,-1.88745,-1.05135,-1.57675,0.81675,-2.12905,-1.36045,-0.04045,0.25875,-2.19955,0.07375,2.00725,4.03325,1.65315,3.84495,-1.57845,-1.34395,1.86175,-0.43985,0.31415,-0.68775,2.08805,-0.75985,-1.22845,-0.68765,1.65275,0.00215,2.85445,0.45895,-2.34885,2.10295,-0.02335,-0.74985,2.08315,2.96005,2.20895,0.83355,2.47305,-1.13255,0.89065,-1.16185,-1.60665,-0.55555,-1.51995,-0.58005,-1.45445,0.12645,0.50585,-1.86915,-0.50805,-2.06635,1.37845,2.94555,-0.06015,6.75545,-0.17315,-0.43955,-1.38115,-1.82585,-1.29405,1.75085,2.66265,-1.20855,-0.21775,1.23455,-2.35725,-1.08625,-2.35045,-1.11595,0.30335,-1.09025,0.52715,-1.19825,2.30825,0.72405,-0.93985,0.69165,-0.11795,0.74835,-1.07835
